Region and country of birth;Continent;Year;Total;Alabama;Alaska;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Georgia;Guam;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Puerto Rico;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming
Croatia;Europe;2018; 371 ; -   ; -   ; 13 ; 3 ; 33 ; 7 ; -   ; -   ; -   ; 41 ; 7 ; -   ; -   ; -   ; 16 ; 8 ; -   ; -   ; 6 ; 4 ; 6 ; -   ; 11 ; 11 ; 4 ; -   ; 12 ; -   ; -   ; 7 ; -   ; 23 ; -   ; 65 ; 8 ; -   ; 16 ; -   ; -   ; 10 ; -   ; -   ; -   ; -   ; -   ; 12 ; 4 ; -   ; 5 ; 6 ; -   ; 10 ; -   
Cuba;North America;2018; 32.089 ; 36 ; 4 ; 109 ; 7 ; 367 ; 40 ; 46 ; 6 ; 8 ; 27.111 ; 163 ; -   ; -   ; 4 ; 107 ; 25 ; 15 ; 26 ; 434 ; 104 ; 6 ; 22 ; 54 ; 73 ; 14 ; 8 ; 72 ; -   ; 111 ; 383 ; 9 ; 520 ; 62 ; 310 ; 142 ; 5 ; 55 ; 16 ; 87 ; 110 ; 119 ; 5 ; 43 ; -   ; 84 ; 782 ; 16 ; -   ; 95 ; 32 ; 4 ; 13 ; -   
Cyprus;Europe;2018; 125 ; -   ; -   ; -   ; -   ; 21 ; -   ; 4 ; -   ; -   ; 8 ; 4 ; -   ; -   ; -   ; 3 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; -   ; 38 ; 3 ; -   ; 6 ; -   ; -   ; 4 ; -   ; -   ; -   ; -   ; -   ; 5 ; -   ; -   ; 4 ; -   ; -   ; -   ; -   
Czechia;Europe;2018; 644 ; 3 ; -   ; 10 ; -   ; 108 ; 20 ; 12 ; -   ; -   ; 124 ; 25 ; -   ; 7 ; 3 ; 47 ; 3 ; 4 ; -   ; 5 ; 3 ; 5 ; 8 ; 18 ; 11 ; 7 ; -   ; 3 ; -   ; -   ; 7 ; 3 ; 14 ; 4 ; 53 ; 10 ; -   ; 12 ; 5 ; 5 ; 21 ; 3 ; -   ; 10 ; -   ; 5 ; 11 ; -   ; 6 ; 18 ; 13 ; -   ; 6 ; -   
Czechoslovakia (former);Europe;2018; 260 ; -   ; -   ; 6 ; -   ; 46 ; 11 ; 5 ; -   ; -   ; 42 ; 8 ; -   ; -   ; -   ; 16 ; -   ; 3 ; -   ; -   ; 3 ; 3 ; -   ; 10 ; -   ; -   ; -   ; -   ; -   ; -   ; 4 ; -   ; 13 ; -   ; 11 ; 9 ; -   ; 5 ; -   ; 7 ; 5 ; -   ; -   ; 3 ; -   ; -   ; 6 ; -   ; -   ; 6 ; 7 ; -   ; -   ; -   
Chad;Africa;2018; 72 ; -   ; -   ; 4 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 7 ; -   ; -   ; -   ; -   ; 11 ; -   ; -   ; -   ; -   ; -   ; 4 ; -   ; -   ; -   ; -   ; -   ; -   ; 3 ; -   ; -   ; 6 ; -   ; 10 ; -   ; -   ; 4 ; -   ; -   ; 4 ; -   ; -   ; -   ; -   ; -   ; 6 ; -   ; -   ; -   ; -   ; -   ; -   ; -   
Chile;South America;2018; 1.752 ; 4 ; 6 ; 16 ; -   ; 246 ; 18 ; 22 ; 5 ; 5 ; 429 ; 30 ; -   ; 4 ; 4 ; 35 ; 6 ; 10 ; 4 ; 10 ; 3 ; -   ; 23 ; 47 ; 14 ; 17 ; -   ; 12 ; -   ; -   ; 22 ; 3 ; 108 ; 8 ; 199 ; 36 ; -   ; 23 ; 3 ; 29 ; 44 ; 14 ; 5 ; 8 ; -   ; 13 ; 90 ; 51 ; 3 ; 58 ; 32 ; -   ; 16 ; -   
China, People's Republic;Asia;2018; 39.600 ; 153 ; 26 ; 309 ; 73 ; 11.725 ; 329 ; 410 ; 89 ; 43 ; 1.148 ; 663 ; 33 ; 224 ; 43 ; 1.185 ; 292 ; 121 ; 163 ; 109 ; 141 ; 32 ; 701 ; 1.976 ; 489 ; 303 ; 60 ; 305 ; 25 ; 75 ; 354 ; 62 ; 1.238 ; 73 ; 8.944 ; 561 ; 11 ; 568 ; 147 ; 510 ; 1.246 ; 25 ; 69 ; 163 ; 15 ; 266 ; 1.872 ; 98 ; 25 ; 598 ; 948 ; 28 ; 230 ; -   
Denmark;Europe;2018; 650 ; 3 ; 3 ; 18 ; -   ; 155 ; 13 ; 11 ; -   ; -   ; 65 ; 11 ; -   ; 6 ; 7 ; 10 ; 3 ; -   ; -   ; 4 ; 6 ; -   ; 13 ; 19 ; 9 ; 10 ; -   ; 3 ; 3 ; 3 ; 6 ; -   ; 28 ; 4 ; 54 ; 20 ; 4 ; 9 ; -   ; 21 ; 15 ; -   ; 3 ; 7 ; -   ; 7 ; 32 ; 3 ; -   ; 13 ; 27 ; -   ; 7 ; -   
Djibouti;Africa;2018; 65 ; -   ; -   ; 3 ; -   ; 4 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 9 ; -   ; 4 ; -   ; 11 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 7 ; -   ; -   ; 3 ; -   ; -   ; -   ; -   
Dominica;North America;2018; 612 ; -   ; -   ; -   ; -   ; 10 ; -   ; 16 ; -   ; -   ; 97 ; 21 ; -   ; -   ; -   ; 3 ; -   ; -   ; -   ; -   ; 3 ; -   ; 10 ; 29 ; 4 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 43 ; -   ; 117 ; 9 ; -   ; -   ; -   ; -   ; 14 ; -   ; -   ; -   ; -   ; 5 ; 57 ; -   ; -   ; 4 ; 3 ; -   ; -   ; -   
Dominican Republic;North America;2018; 22.970 ; 14 ; 39 ; 28 ; 7 ; 102 ; 15 ; 541 ; 33 ; 35 ; 2.638 ; 220 ; -   ; -   ; 4 ; 70 ; 55 ; 7 ; 8 ; 21 ; 56 ; 8 ; 149 ; 2.198 ; 69 ; 19 ; 22 ; 19 ; -   ; 9 ; 25 ; 88 ; 3.731 ; 10 ; 8.387 ; 252 ; -   ; 126 ; 13 ; 11 ; 1.293 ; 1.070 ; 697 ; 53 ; 4 ; 25 ; 171 ; 19 ; 6 ; 129 ; 21 ; 4 ; 32 ; -   
Ecuador;South America;2018; 7.996 ; 6 ; 4 ; 25 ; 8 ; 297 ; 22 ; 349 ; 12 ; 11 ; 1.241 ; 70 ; -   ; -   ; 7 ; 197 ; 12 ; 15 ; 12 ; 19 ; 7 ; 3 ; 74 ; 119 ; 22 ; 78 ; -   ; 22 ; -   ; 6 ; 22 ; 13 ; 1.477 ; 7 ; 2.878 ; 167 ; -   ; 48 ; 15 ; 24 ; 149 ; 13 ; 14 ; 34 ; -   ; 19 ; 201 ; 47 ; 6 ; 89 ; 12 ; 5 ; 11 ; -   
Egypt;Africa;2018; 6.549 ; 16 ; -   ; 41 ; 5 ; 1.180 ; 16 ; 51 ; 34 ; 6 ; 626 ; 64 ; -   ; 5 ; 6 ; 141 ; 81 ; 13 ; 9 ; 33 ; 19 ; -   ; 53 ; 217 ; 124 ; 43 ; 6 ; 21 ; 5 ; 11 ; 12 ; 11 ; 1.222 ; 4 ; 673 ; 143 ; -   ; 159 ; 12 ; 45 ; 271 ; -   ; 14 ; 48 ; 4 ; 309 ; 298 ; 7 ; -   ; 312 ; 66 ; 5 ; 14 ; -   
El Salvador;North America;2018; 17.300 ; 14 ; 11 ; 113 ; 189 ; 6.029 ; 102 ; 77 ; 8 ; 157 ; 676 ; 327 ; -   ; 7 ; 18 ; 123 ; 101 ; 72 ; 77 ; 39 ; 36 ; 8 ; 875 ; 617 ; 37 ; 70 ; 6 ; 70 ; -   ; 101 ; 255 ; 12 ; 608 ; 25 ; 1.990 ; 409 ; 3 ; 67 ; 37 ; 72 ; 80 ; 20 ; 49 ; 36 ; 9 ; 85 ; 2.006 ; 86 ; -   ; 1.158 ; 121 ; 10 ; 38 ; -   
Eritrea;Africa;2018; 1.457 ; 4 ; -   ; 14 ; -   ; 182 ; 51 ; 4 ; 3 ; 27 ; 19 ; 68 ; -   ; -   ; 9 ; 36 ; 21 ; 59 ; 12 ; 13 ; 8 ; 3 ; 70 ; 41 ; 12 ; 27 ; -   ; 34 ; -   ; 4 ; 39 ; -   ; 8 ; -   ; 41 ; 57 ; -   ; 80 ; 11 ; 18 ; 34 ; -   ; 5 ; -   ; 16 ; 17 ; 174 ; 12 ; -   ; 105 ; 101 ; -   ; 5 ; -   
Estonia;Europe;2018; 190 ; -   ; -   ; 3 ; -   ; 23 ; 5 ; 7 ; -   ; -   ; 38 ; -   ; -   ; -   ; -   ; 6 ; -   ; -   ; -   ; -   ; -   ; -   ; 4 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 17 ; -   ; 26 ; 3 ; -   ; -   ; -   ; -   ; 4 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8 ; 11 ; -   ; -   ; -   
Ethiopia;Africa;2018; 6.769 ; 13 ; 6 ; 66 ; -   ; 587 ; 265 ; 15 ; 6 ; 248 ; 115 ; 385 ; -   ; -   ; 16 ; 128 ; 45 ; 72 ; 91 ; 52 ; 16 ; 18 ; 583 ; 195 ; 47 ; 606 ; -   ; 96 ; -   ; 33 ; 209 ; -   ; 32 ; 3 ; 118 ; 130 ; 6 ; 277 ; 36 ; 98 ; 149 ; -   ; 5 ; 19 ; 82 ; 127 ; 497 ; 9 ; -   ; 783 ; 376 ; 16 ; 24 ; -   
Fiji;Oceania;2018; 875 ; -   ; -   ; 10 ; -   ; 671 ; -   ; -   ; -   ; -   ; 3 ; -   ; -   ; 4 ; -   ; 5 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 14 ; -   ; 3 ; -   ; 8 ; -   ; -   ; -   ; -   ; 46 ; 11 ; -   ; -   ; -   ; -   ; -   ; 9 ; 7 ; -   ; 3 ; 55 ; -   ; -   ; -   
Finland;Europe;2018; 283 ; -   ; -   ; 4 ; -   ; 76 ; 6 ; 7 ; -   ; 4 ; 33 ; 9 ; -   ; -   ; -   ; 8 ; 4 ; -   ; -   ; 3 ; -   ; -   ; 3 ; -   ; 7 ; 5 ; -   ; 4 ; -   ; -   ; 4 ; -   ; 7 ; -   ; 16 ; 9 ; -   ; 8 ; -   ; 6 ; 8 ; -   ; -   ; -   ; -   ; -   ; 16 ; -   ; -   ; 5 ; 8 ; -   ; -   ; -   
France;Europe;2018; 2.854 ; 4 ; 3 ; 37 ; 3 ; 670 ; 33 ; 60 ; 4 ; 22 ; 352 ; 43 ; -   ; 8 ; 11 ; 53 ; 22 ; 11 ; 9 ; 8 ; 16 ; 10 ; 47 ; 137 ; 46 ; 33 ; -   ; 16 ; 8 ; 4 ; 32 ; 7 ; 125 ; 14 ; 351 ; 50 ; -   ; 40 ; 9 ; 36 ; 92 ; 3 ; 20 ; 28 ; -   ; 16 ; 139 ; 12 ; 9 ; 67 ; 61 ; 4 ; 19 ; -   
Gabon;Africa;2018; 81 ; -   ; -   ; 4 ; -   ; 5 ; -   ; -   ; -   ; -   ; -   ; 4 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; -   ; -   ; 4 ; -   ; -   ; -   ; -   ; 14 ; 4 ; -   ; 3 ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; -   ; 8 ; -   ; -   ; 3 ; -   ; -   ; -   ; -   
Gambia;Africa;2018; 650 ; 5 ; 4 ; 4 ; -   ; 7 ; 6 ; 5 ; -   ; 3 ; 11 ; 56 ; -   ; -   ; -   ; -   ; 4 ; 4 ; 10 ; 12 ; -   ; -   ; 40 ; 8 ; 14 ; 22 ; -   ; 7 ; -   ; 5 ; -   ; 3 ; 11 ; -   ; 109 ; 49 ; -   ; 48 ; 4 ; 6 ; 19 ; -   ; 16 ; 3 ; -   ; 13 ; 32 ; -   ; -   ; 9 ; 56 ; -   ; 30 ; -   
Georgia;Asia;2018; 751 ; 4 ; -   ; -   ; -   ; 127 ; 6 ; 11 ; -   ; 3 ; 25 ; 6 ; -   ; -   ; -   ; 17 ; -   ; -   ; -   ; 4 ; -   ; -   ; 12 ; 9 ; 3 ; 4 ; -   ; 3 ; -   ; -   ; -   ; -   ; 96 ; -   ; 260 ; 5 ; -   ; 14 ; -   ; -   ; 77 ; -   ; -   ; 3 ; -   ; -   ; 7 ; -   ; -   ; 18 ; 12 ; -   ; -   ; -   
Germany;Europe;2018; 4.284 ; 45 ; 24 ; 75 ; 12 ; 682 ; 95 ; 62 ; 11 ; 14 ; 486 ; 130 ; -   ; 18 ; 16 ; 106 ; 43 ; 14 ; 25 ; 51 ; 16 ; 20 ; 62 ; 149 ; 158 ; 35 ; 11 ; 60 ; 18 ; 15 ; 37 ; 33 ; 142 ; 34 ; 310 ; 125 ; 4 ; 102 ; 22 ; 65 ; 145 ; -   ; 10 ; 81 ; -   ; 53 ; 267 ; 23 ; 12 ; 115 ; 118 ; 9 ; 50 ; 6 
Ghana;Africa;2018; 6.047 ; 11 ; 9 ; 35 ; 8 ; 157 ; 71 ; 200 ; 58 ; 16 ; 122 ; 283 ; -   ; 4 ; -   ; 193 ; 30 ; 18 ; 28 ; 49 ; 17 ; 6 ; 382 ; 411 ; 47 ; 78 ; 4 ; 44 ; -   ; 15 ; 17 ; 10 ; 567 ; 4 ; 1.013 ; 180 ; 23 ; 591 ; 46 ; 12 ; 203 ; -   ; 35 ; 17 ; 4 ; 50 ; 287 ; 10 ; -   ; 533 ; 45 ; 5 ; 27 ; -   
Greece;Europe;2018; 1.074 ; -   ; 3 ; 7 ; -   ; 102 ; 8 ; 29 ; 5 ; 5 ; 91 ; 14 ; -   ; -   ; -   ; 56 ; 5 ; -   ; -   ; 5 ; 3 ; 3 ; 19 ; 115 ; 35 ; -   ; -   ; -   ; -   ; -   ; 5 ; 8 ; 66 ; -   ; 252 ; 11 ; -   ; 28 ; -   ; 4 ; 41 ; -   ; 5 ; 14 ; -   ; 4 ; 34 ; -   ; -   ; 17 ; 18 ; -   ; 15 ; -   
Grenada;North America;2018; 463 ; -   ; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 44 ; 9 ; -   ; -   ; -   ; 3 ; -   ; -   ; -   ; -   ; -   ; -   ; 17 ; 11 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 26 ; -   ; 271 ; -   ; -   ; -   ; -   ; -   ; 15 ; -   ; -   ; -   ; -   ; 3 ; 20 ; -   ; -   ; 9 ; 3 ; -   ; -   ; -   
Guatemala;North America;2018; 9.566 ; 44 ; 9 ; 113 ; 40 ; 3.487 ; 73 ; 162 ; 23 ; 24 ; 759 ; 189 ; -   ; -   ; 22 ; 304 ; 60 ; 59 ; 45 ; 36 ; 42 ; 8 ; 195 ; 372 ; 41 ; 44 ; 16 ; 40 ; 3 ; 117 ; 139 ; 8 ; 479 ; 35 ; 654 ; 122 ; -   ; 52 ; 66 ; 161 ; 94 ; 12 ; 246 ; 34 ; 19 ; 73 ; 522 ; 77 ; -   ; 251 ; 84 ; -   ; 12 ; 3 
Guinea;Africa;2018; 924 ; 4 ; -   ; 4 ; -   ; 7 ; 7 ; 14 ; 8 ; 6 ; 3 ; 66 ; -   ; -   ; -   ; 18 ; 22 ; 10 ; -   ; 3 ; -   ; -   ; 52 ; 20 ; 8 ; 21 ; 4 ; 3 ; -   ; -   ; -   ; -   ; 38 ; -   ; 324 ; 22 ; -   ; 79 ; -   ; -   ; 77 ; -   ; 12 ; 4 ; -   ; 24 ; 24 ; -   ; -   ; 12 ; 9 ; -   ; 7 ; -   
Guyana;South America;2018; 4.625 ; 4 ; -   ; 9 ; -   ; 35 ; 4 ; 91 ; 6 ; 6 ; 473 ; 108 ; -   ; -   ; -   ; 15 ; -   ; -   ; 4 ; 4 ; 8 ; -   ; 72 ; 32 ; 7 ; 56 ; -   ; 3 ; -   ; -   ; 5 ; -   ; 362 ; -   ; 3.018 ; 32 ; -   ; 23 ; -   ; 3 ; 67 ; -   ; 3 ; 18 ; -   ; 11 ; 37 ; -   ; -   ; 45 ; 10 ; -   ; 4 ; -   
Haiti;North America;2018; 14.389 ; 19 ; -   ; 15 ; -   ; 77 ; 9 ; 332 ; 60 ; 6 ; 6.769 ; 258 ; -   ; 6 ; 3 ; 67 ; 44 ; 9 ; 9 ; 37 ; 36 ; 6 ; 129 ; 1.772 ; 16 ; 7 ; -   ; 37 ; -   ; 6 ; 11 ; 27 ; 1.135 ; -   ; 2.462 ; 93 ; 5 ; 44 ; 9 ; 11 ; 387 ; 8 ; 66 ; 21 ; -   ; 20 ; 62 ; 9 ; 3 ; 65 ; 18 ; -   ; 10 ; -   
Honduras;North America;2018; 5.645 ; 15 ; 5 ; 44 ; 30 ; 645 ; 33 ; 55 ; 7 ; 16 ; 1.305 ; 134 ; -   ; -   ; 8 ; 80 ; 75 ; 19 ; 26 ; 27 ; 255 ; 6 ; 110 ; 156 ; 22 ; 24 ; 14 ; 34 ; -   ; 22 ; 33 ; 10 ; 385 ; 14 ; 568 ; 238 ; -   ; 42 ; 13 ; 26 ; 52 ; 9 ; 12 ; 46 ; 3 ; 60 ; 589 ; 25 ; -   ; 221 ; 40 ; 6 ; 33 ; -   
Hong Kong;Asia;2018; 1.768 ; 6 ; -   ; 13 ; -   ; 754 ; 20 ; 15 ; -   ; 3 ; 40 ; 17 ; -   ; 15 ; 3 ; 28 ; 12 ; -   ; 6 ; 6 ; -   ; -   ; 26 ; 79 ; 16 ; 9 ; -   ; 13 ; -   ; -   ; 24 ; 4 ; 79 ; -   ; 281 ; 21 ; -   ; 19 ; -   ; 13 ; 19 ; -   ; -   ; 9 ; -   ; 8 ; 81 ; 10 ; -   ; 17 ; 60 ; 3 ; 8 ; -   
Hungary;Europe;2018; 922 ; 5 ; -   ; 8 ; -   ; 156 ; 19 ; 23 ; -   ; 8 ; 219 ; 8 ; -   ; 6 ; 5 ; 16 ; 4 ; -   ; -   ; 8 ; -   ; -   ; 12 ; 19 ; 9 ; 5 ; -   ; 7 ; 3 ; -   ; 14 ; 3 ; 56 ; 4 ; 114 ; 22 ; -   ; 20 ; -   ; 8 ; 16 ; -   ; -   ; 5 ; -   ; 5 ; 38 ; -   ; -   ; 17 ; 22 ; -   ; 4 ; 3 
Iceland;Europe;2018; 69 ; -   ; -   ; -   ; -   ; 8 ; -   ; -   ; -   ; -   ; 12 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 ; 3 ; 3 ; 4 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 3 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 ; -   ; -   ; -   ; -   
India;Asia;2018; 52.194 ; 279 ; 14 ; 653 ; 163 ; 10.925 ; 403 ; 808 ; 223 ; 30 ; 1.911 ; 1.772 ; -   ; 12 ; 38 ; 2.921 ; 498 ; 238 ; 278 ; 219 ; 176 ; 34 ; 771 ; 1.524 ; 1.255 ; 542 ; 120 ; 479 ; 12 ; 127 ; 121 ; 156 ; 6.090 ; 66 ; 3.283 ; 1.425 ; 11 ; 1.323 ; 199 ; 359 ; 2.062 ; -   ; 54 ; 340 ; 16 ; 498 ; 5.695 ; 91 ; 29 ; 1.746 ; 1.384 ; 39 ; 447 ; 4 
Indonesia;Asia;2018; 1.807 ; 6 ; 3 ; 24 ; 9 ; 659 ; 59 ; 10 ; 3 ; 3 ; 64 ; 44 ; -   ; 11 ; 6 ; 30 ; 9 ; 11 ; 7 ; 11 ; 10 ; -   ; 31 ; 31 ; 20 ; 19 ; 6 ; 8 ; -   ; 3 ; 21 ; 34 ; 48 ; 4 ; 146 ; 17 ; -   ; 28 ; 6 ; 25 ; 105 ; -   ; -   ; 9 ; -   ; 15 ; 112 ; 4 ; -   ; 31 ; 71 ; -   ; 7 ; 3 
Iran;Asia;2018; 8.409 ; 26 ; 3 ; 145 ; 7 ; 4.251 ; 66 ; 44 ; 3 ; 22 ; 267 ; 211 ; -   ; -   ; 15 ; 153 ; 31 ; 22 ; 42 ; 34 ; 15 ; 9 ; 225 ; 192 ; 99 ; 31 ; 5 ; 37 ; -   ; 15 ; 79 ; 8 ; 136 ; 17 ; 319 ; 91 ; -   ; 86 ; 59 ; 117 ; 93 ; -   ; 7 ; 23 ; 3 ; 60 ; 629 ; 47 ; 3 ; 345 ; 199 ; 11 ; 21 ; -   
Iraq;Asia;2018; 12.448 ; 16 ; 4 ; 419 ; -   ; 2.944 ; 135 ; 51 ; -   ; -   ; 269 ; 114 ; -   ; 3 ; 91 ; 624 ; 49 ; 38 ; 32 ; 213 ; 24 ; 152 ; 82 ; 306 ; 3.119 ; 79 ; -   ; 165 ; 4 ; 193 ; 54 ; 46 ; 72 ; 39 ; 340 ; 144 ; 12 ; 309 ; 25 ; 169 ; 166 ; -   ; 8 ; 9 ; 13 ; 210 ; 718 ; 79 ; 8 ; 398 ; 231 ; 10 ; 103 ; -   
Ireland;Europe;2018; 1.621 ; 4 ; -   ; 10 ; 3 ; 258 ; 14 ; 33 ; 4 ; 5 ; 107 ; 20 ; -   ; -   ; -   ; 98 ; 5 ; -   ; 6 ; 21 ; 5 ; -   ; 16 ; 204 ; 14 ; 8 ; -   ; 7 ; -   ; -   ; 4 ; 19 ; 70 ; -   ; 338 ; 30 ; -   ; 22 ; -   ; 20 ; 85 ; -   ; 10 ; 16 ; -   ; 8 ; 38 ; -   ; 3 ; 31 ; 31 ; -   ; 12 ; -   
Israel;Asia;2018; 2.743 ; 7 ; -   ; 24 ; 3 ; 671 ; 21 ; 24 ; -   ; 7 ; 357 ; 58 ; -   ; 6 ; -   ; 89 ; 6 ; 4 ; 8 ; 5 ; 17 ; -   ; 39 ; 89 ; 39 ; 7 ; 3 ; 22 ; -   ; 6 ; 39 ; -   ; 197 ; 7 ; 514 ; 33 ; -   ; 70 ; 8 ; 16 ; 62 ; 3 ; -   ; 16 ; -   ; 20 ; 102 ; 3 ; -   ; 18 ; 46 ; -   ; 12 ; -   
Italy;Europe;2018; 2.920 ; -   ; -   ; 25 ; -   ; 473 ; 23 ; 94 ; 7 ; 13 ; 355 ; 32 ; -   ; 7 ; 10 ; 97 ; 7 ; 4 ; 7 ; 7 ; 8 ; 5 ; 46 ; 150 ; 47 ; 13 ; 4 ; 15 ; -   ; -   ; 24 ; -   ; 238 ; 9 ; 564 ; 51 ; -   ; 58 ; 8 ; 20 ; 121 ; 8 ; 24 ; 20 ; -   ; 14 ; 89 ; 9 ; 5 ; 73 ; 49 ; 10 ; 14 ; -   
Jamaica;North America;2018; 17.213 ; 49 ; 8 ; 44 ; 8 ; 261 ; 49 ; 976 ; 59 ; 39 ; 5.161 ; 781 ; -   ; 5 ; 7 ; 143 ; 40 ; 7 ; 22 ; 24 ; 41 ; 35 ; 371 ; 545 ; 84 ; 34 ; 28 ; 56 ; -   ; 5 ; 19 ; 25 ; 1.127 ; 3 ; 5.220 ; 191 ; 4 ; 121 ; 26 ; 13 ; 567 ; -   ; 53 ; 124 ; -   ; 45 ; 279 ; 6 ; 11 ; 238 ; 38 ; 18 ; 44 ; 3 
Japan;Asia;2018; 1.869 ; 5 ; 4 ; 18 ; 5 ; 658 ; 26 ; 15 ; -   ; 10 ; 66 ; 22 ; 15 ; 129 ; 4 ; 52 ; 9 ; 4 ; 9 ; 16 ; 4 ; 3 ; 15 ; 52 ; 37 ; 11 ; -   ; 10 ; 3 ; 3 ; 16 ; 6 ; 73 ; 4 ; 171 ; 32 ; -   ; 32 ; 8 ; 42 ; 33 ; -   ; -   ; 8 ; -   ; 11 ; 56 ; 13 ; -   ; 44 ; 72 ; -   ; 8 ; -   
Jordan;Asia;2018; 2.630 ; 17 ; -   ; 36 ; 4 ; 339 ; 16 ; 13 ; 9 ; -   ; 192 ; 37 ; -   ; 3 ; -   ; 292 ; 38 ; 6 ; 32 ; 34 ; 60 ; -   ; 19 ; 36 ; 130 ; 11 ; 11 ; 55 ; -   ; 9 ; 9 ; 5 ; 171 ; 16 ; 162 ; 63 ; -   ; 221 ; 16 ; 13 ; 60 ; 7 ; -   ; 16 ; -   ; 68 ; 215 ; 4 ; -   ; 73 ; 23 ; 3 ; 41 ; -   
Kazakhstan;Asia;2018; 823 ; -   ; 5 ; 6 ; -   ; 138 ; 12 ; 6 ; -   ; -   ; 89 ; 10 ; -   ; -   ; -   ; 34 ; 3 ; -   ; 6 ; 5 ; -   ; 5 ; 11 ; 42 ; 7 ; 11 ; -   ; 6 ; -   ; 7 ; 7 ; -   ; 41 ; -   ; 106 ; 22 ; 3 ; 17 ; 3 ; 25 ; 37 ; -   ; -   ; 6 ; -   ; 3 ; 43 ; 4 ; -   ; 38 ; 43 ; -   ; 4 ; -   
Kenya;Africa;2018; 4.302 ; 56 ; 6 ; 58 ; 10 ; 295 ; 54 ; 28 ; 64 ; -   ; 135 ; 201 ; -   ; 8 ; 9 ; 65 ; 70 ; 52 ; 90 ; 37 ; 18 ; 18 ; 145 ; 318 ; 87 ; 323 ; 6 ; 129 ; -   ; 25 ; 30 ; 20 ; 187 ; 15 ; 117 ; 164 ; 14 ; 133 ; 43 ; 39 ; 151 ; -   ; -   ; 27 ; 7 ; 48 ; 603 ; 14 ; 9 ; 86 ; 188 ; 7 ; 31 ; -   
Korea, South;Asia;2018; 16.031 ; 139 ; 40 ; 126 ; 11 ; 5.140 ; 192 ; 116 ; 28 ; 23 ; 282 ; 822 ; 39 ; 164 ; 22 ; 638 ; 97 ; 33 ; 62 ; 40 ; 35 ; 10 ; 441 ; 286 ; 275 ; 52 ; 24 ; 87 ; 7 ; 23 ; 112 ; 14 ; 1.397 ; 27 ; 1.635 ; 270 ; 7 ; 173 ; 79 ; 140 ; 424 ; 3 ; 21 ; 45 ; 3 ; 110 ; 784 ; 45 ; 4 ; 725 ; 492 ; 5 ; 47 ; -   
Kosovo;Europe;2018; 451 ; -   ; -   ; 7 ; -   ; 16 ; -   ; 25 ; -   ; -   ; 36 ; 12 ; -   ; -   ; -   ; 25 ; -   ; 6 ; -   ; 6 ; -   ; -   ; 3 ; 11 ; 25 ; 6 ; -   ; 9 ; -   ; -   ; -   ; -   ; 23 ; -   ; 161 ; -   ; -   ; 8 ; 5 ; -   ; 10 ; -   ; -   ; -   ; -   ; 4 ; 18 ; -   ; -   ; 7 ; -   ; -   ; 11 ; -   
Kuwait;Asia;2018; 789 ; 4 ; -   ; 5 ; 5 ; 111 ; 6 ; 7 ; 4 ; -   ; 47 ; 23 ; -   ; -   ; -   ; 54 ; 9 ; -   ; -   ; 11 ; 15 ; 6 ; 15 ; 29 ; 46 ; 7 ; 5 ; 8 ; -   ; -   ; 6 ; -   ; 36 ; 3 ; 48 ; 20 ; -   ; 28 ; 4 ; 5 ; 22 ; -   ; -   ; 5 ; -   ; 18 ; 95 ; 4 ; -   ; 30 ; 15 ; -   ; 10 ; -   
